Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value (INR),Ride Distance (km),Driver Ratings,Customer Rating
19-09-2025,19:34:00,CNR3006751,Successful,CUST213224,Auto,Koramangala 7th Block,Rajamahendri,4.6,7.3,0,,0,,0,,409.81,7.27,4.6,3.7
19-09-2025,00:10:00,CNR0336726,Successful,CUST403170,eBike,Frazer Town,Malleswaram,7.3,8.9,0,,0,,0,,790.37,12.87,4,4.2
23-09-2025,16:47:00,CNR1616879,Successful,CUST770485,eBike,Yelahanka,Devanahalli,2.3,3.1,0,,0,,0,,750.01,9.4,4.9,4.6
16-09-2025,08:59:00,CNR6029946,Successful,CUST120605,Mini,BANASWADI,Richmond Town,2.5,3,0,,0,,0,,809.86,17.59,4.2,3.8
05-09-2025,03:12:00,CNR6394969,Successful,CUST302336,Mini,Gandhi Nagar,Rajajinagar,4.4,5.9,0,,0,,0,,593.86,17.26,5,5
27-09-2025,19:01:00,CNR1604363,Cancelled-Customer,CUST539391,Auto,Rajamahendri,Devanahalli,,,1,Change of plans,0,,0,,,,,
10-09-2025,16:32:00,CNR4632004,Cancelled-Driver,CUST333892,Bike,Sunkadakatte,Gandhi Nagar,,,0,,1,More than permitted people in there,0,,,,,
29-09-2025,04:13:00,CNR7304464,Failed,CUST420661,eBike,Shivaji Nagar,Ejipura,,,0,,0,,0,,,,,
05-09-2025,11:07:00,CNR1831671,Failed,CUST652015,Prime Plus,Yelahanka,Sanjay Nagar,,,0,,0,,0,,,,,
29-09-2025,06:01:00,CNR6368620,Cancelled-Customer,CUST566524,eBike,Koramangala 7th Block,Kalyan Nagar,,,1,Driver asked to cancel,0,,0,,,,,
04-09-2025,10:08:00,CNR5012859,Cancelled-Customer,CUST372735,Prime Plus,Sunkadakatte,BANASWADI,,,1,Driver is not moving towards pickup location,0,,0,,,,,
07-09-2025,07:05:00,CNR1285024,Successful,CUST449851,Bike,Devanahalli,Kaggadasapura,7.4,9.3,0,,0,,0,,132.47,0.8,4.9,4.7
02-09-2025,04:17:00,CNR5883822,Successful,CUST210413,Mini,Kothanur,New Thippasandra,6.6,7.7,0,,0,,0,,369.91,7.9,3.5,4.9
21-09-2025,18:22:00,CNR7952982,Cancelled-Customer,CUST244822,Prime SUV,RT Nagar,Electronic City,,,1,Change of plans,0,,0,,,,,
27-09-2025,22:35:00,CNR3823532,Cancelled-Driver,CUST940953,eBike,Jalahalli,Kaggadasapura,,,0,,1,More than permitted people in there,0,,,,,
13-09-2025,14:47:00,CNR3150578,Cancelled-Driver,CUST879231,eBike,Electronic City,BANASWADI,,,0,,1,The customer was coughing/sick,0,,,,,
28-09-2025,13:32:00,CNR7972035,Successful,CUST509303,Prime Sedan,Rajamahendri,Peenya,7.6,9.6,0,,0,,0,,557.57,13.26,5,5
19-09-2025,06:16:00,CNR7138021,Successful,CUST226814,Prime SUV,BTM Layout,Ejipura,10.5,11.5,0,,0,,0,,352.78,9.78,5,3.5
20-09-2025,05:12:00,CNR8685686,Successful,CUST691140,Bike,Langford Town,Ejipura,16,16.5,0,,0,,0,,178.41,5.22,4.2,4.4
27-09-2025,22:17:00,CNR4532009,Cancelled-Customer,CUST352846,Mini,Nayandahalli,Whitefield Main Road,,,1,Driver is not moving towards pickup location,0,,0,,,,,
10-09-2025,03:37:00,CNR0120891,Successful,CUST572053,Bike,Gandhi Nagar,Langford Town,8.1,10.1,0,,0,,0,,278.6,4.72,4.2,3.8
12-09-2025,18:19:00,CNR1486967,Successful,CUST742216,Prime Plus,Shivaji Nagar,Sunkadakatte,4.1,3.9,0,,0,,0,,1106.94,48.52,4.8,5
27-09-2025,21:27:00,CNR3382407,Successful,CUST159268,eBike,Koramangala,BTM Layout,4.7,4.9,0,,0,,0,,791.12,15.08,3.9,5
27-09-2025,14:27:00,CNR4481693,Cancelled-Driver,CUST272716,Bike,Peenya,Sanjay Nagar,,,0,,1,More than permitted people in there,0,,,,,
30-09-2025,08:52:00,CNR1202966,Successful,CUST265848,Prime Plus,Ulsoor,Yelahanka,6.5,7.1,0,,0,,0,,152.46,1.04,4.7,5
27-09-2025,21:27:00,CNR8244281,Failed,CUST786769,Prime Sedan,BTM Layout,Peenya,,,0,,0,,0,,,,,
06-09-2025,06:36:00,CNR8503169,Failed,CUST878477,Prime SUV,MG Road,Koramangala 4th Block,,,0,,0,,0,,,,,
26-09-2025,20:52:00,CNR1154254,Successful,CUST736829,Prime Sedan,Banaswadi,Kengeri,8,8.9,0,,0,,0,,140.25,4.38,5,4.6
13-09-2025,18:32:00,CNR0261746,Successful,CUST318405,eBike,Rajamahendri,Yeshwanthpur,4.2,6.4,0,,0,,0,,427.52,8.94,4.7,4.5
30-09-2025,08:37:00,CNR0096746,Successful,CUST123089,Bike,BANASWADI,Salarpuria,11.3,11.4,0,,0,,0,,851.99,17.32,5,4.9
14-09-2025,13:18:00,CNR8169886,Successful,CUST729838,Auto,Kumaraswamy Layout,Whitefield,2.7,4,0,,0,,0,,45.53,3.09,4.4,4.8
18-09-2025,20:33:00,CNR1866898,Successful,CUST777971,Prime Sedan,Kalyan Nagar,Hebbal Kempapura,4.6,6.5,0,,0,,0,,487.55,8.11,4.8,4.2
17-09-2025,11:25:00,CNR9627534,Successful,CUST821259,Prime Plus,Kundalahalli,Hebbal,7.5,9.3,0,,0,,0,,331.76,5.06,4.2,5
11-09-2025,00:07:00,CNR6280361,Successful,CUST405366,Prime Plus,BANASWADI,Langford Town,11,13.2,0,,0,,0,,474.27,4.04,4.5,4.3
04-09-2025,05:51:00,CNR8085316,Successful,CUST408602,Prime SUV,Basavanagudi,Richmond Town,2.3,3.6,0,,0,,0,,928.76,18.9,4.9,4.2
27-09-2025,10:27:00,CNR1713500,Cancelled-Driver,CUST325914,Auto,Gandhi Nagar,Rajajinagar,,,0,,1,Customer related issue,0,,,,,
25-09-2025,11:15:00,CNR5017941,Cancelled-Driver,CUST173563,Prime SUV,MG Road,New Thippasandra,,,0,,1,Customer related issue,0,,,,,
06-09-2025,02:13:00,CNR5785075,Cancelled-Driver,CUST819855,Auto,Koramangala 4th Block,Rajajinagar,,,0,,1,The customer was coughing/sick,0,,,,,
24-09-2025,11:09:00,CNR1705617,Successful,CUST271259,eBike,Electronic City,Hebbal,7,7.9,0,,0,,0,,739.32,15.07,4.7,4.3
20-09-2025,18:45:00,CNR5228257,Successful,CUST188884,Mini,Kothanur,Sanjay Nagar,5.3,8.1,0,,0,,0,,1169.82,21.65,3.3,4.7
13-09-2025,10:13:00,CNR9779015,Successful,CUST929507,Prime Plus,Sunkadakatte,Gandhi Nagar,3.8,4.7,0,,0,,0,,521.48,15.95,4.7,4.7
08-09-2025,10:57:00,CNR6013509,Cancelled-Driver,CUST306881,Prime Sedan,Kalyan Nagar,Koramangala 7th Block,,,0,,1,More than permitted people in there,0,,,,,
27-09-2025,20:38:00,CNR1654870,Successful,CUST388020,Prime Sedan,Kalyan Nagar,Rajamahendri,3,3.7,0,,0,,0,,534.5,16.74,3.6,3.7
21-09-2025,22:17:00,CNR4693826,Cancelled-Driver,CUST991145,Mini,Kundalahalli,Ulsoor,,,0,,1,More than permitted people in there,0,,,,,
17-09-2025,22:38:00,CNR9771391,Successful,CUST847612,eBike,Gottigere,Kalyan Nagar,5.2,5.9,0,,0,,0,,680.38,11.76,5,4.5
20-09-2025,21:04:00,CNR6025406,Successful,CUST439258,Auto,Gottigere,Sunkadakatte,2.4,3.1,0,,0,,0,,128.1,5.24,3.7,4.6
04-09-2025,20:26:00,CNR5484333,Successful,CUST446406,Prime SUV,Kaggadasapura,Rajamahendri,4,7.1,0,,0,,0,,93.28,3.08,3.8,4.2
14-09-2025,21:48:00,CNR8929109,Successful,CUST971785,Prime Sedan,New Thippasandra,Koramangala 7th Block,5.1,8.4,0,,0,,0,,744.34,12.92,4.7,4.7
07-09-2025,21:31:00,CNR3178012,Failed,CUST560876,Auto,New Thippasandra,Frazer Town,,,0,,0,,0,,,,,
07-09-2025,01:17:00,CNR9103902,Cancelled-Driver,CUST736127,Bike,Gottigere,Gandhi Nagar,,,0,,1,More than permitted people in there,0,,,,,
20-09-2025,20:37:00,CNR8159371,Incomplete,CUST740502,Prime Plus,Hebbal Kempapura,Koramangala 4th Block,,,0,,0,,1,Customer Demand,,,,
27-09-2025,12:15:00,CNR3568161,Cancelled-Driver,CUST725545,Auto,Richmond Town,Sompura,,,0,,1,More than permitted people in there,0,,,,,
13-09-2025,09:01:00,CNR6436752,Successful,CUST132039,Bike,Rajamahendri,Indiranagar,3.7,6.1,0,,0,,0,,338.31,6.43,5,4.8
07-09-2025,18:00:00,CNR9211439,Successful,CUST142907,eBike,Ulsoor,Kengeri,3.7,5.7,0,,0,,0,,1052.48,30.01,4.9,4.3
20-09-2025,09:08:00,CNR0608719,Successful,CUST598558,Auto,Jalahalli,Richmond Town,2.4,3.2,0,,0,,0,,636.33,11.83,4.2,4.5
27-09-2025,12:02:00,CNR7834946,Incomplete,CUST294551,Bike,Koramangala 7th Block,Whitefield,,,0,,0,,1,Other Issue,,,,
23-09-2025,16:02:00,CNR2933318,Successful,CUST459282,Mini,Electronic City,Kothanur,4.5,5.6,0,,0,,0,,540.01,17.69,5,5
27-09-2025,21:06:00,CNR9978536,Successful,CUST520557,Auto,Banashankari,Koramangala 4th Block,2.7,2.7,0,,0,,0,,172.85,1.49,4.5,4.5
17-09-2025,13:46:00,CNR6610946,Cancelled-Customer,CUST506178,Prime SUV,Kengeri,New Thippasandra,,,1,Change of plans,0,,0,,,,,
23-09-2025,09:17:00,CNR7152792,Successful,CUST919610,Bike,Yelahanka,Sunkadakatte,7.4,8.7,0,,0,,0,,334.02,9.21,4.1,5
06-09-2025,10:48:00,CNR1306692,Successful,CUST993329,Auto,BANASWADI,MG Road,2.1,2.4,0,,0,,0,,926.17,14.42,5,4.8
12-09-2025,02:35:00,CNR8681537,Successful,CUST994015,Bike,Sompura,Yeshwanthpur,2,3.7,0,,0,,0,,391.13,5.64,3.8,4.9
13-09-2025,10:31:00,CNR0832380,Successful,CUST892494,Mini,Kengeri,Sunkadakatte,10.1,10.9,0,,0,,0,,406.26,8.63,5,3.8
16-09-2025,12:19:00,CNR8977459,Successful,CUST684073,Auto,Hebbal Kempapura,Banashankari,6.4,8.2,0,,0,,0,,254.92,5.41,5,4.4
28-09-2025,22:29:00,CNR4315793,Successful,CUST608678,Prime Plus,RT Nagar,Banaswadi,5.8,4.8,0,,0,,0,,522.13,17.86,5,3.8
27-09-2025,20:39:00,CNR4047398,Successful,CUST237489,Prime Sedan,Indiranagar,Gandhi Nagar,10.7,11.4,0,,0,,0,,372.16,6.08,4.4,3.6
06-09-2025,18:08:00,CNR8731882,Successful,CUST361663,Prime Plus,Whitefield,Malleshwaram,3.1,2.9,0,,0,,0,,390.5,6.46,4.8,4.8
07-09-2025,03:20:00,CNR8700326,Successful,CUST160189,Bike,Malleswaram,Jayanagar,7.9,8.4,0,,0,,0,,196.11,1.33,4.8,4.2
12-09-2025,23:27:00,CNR1150638,Successful,CUST500126,eBike,Jalahalli,Chamarajpet,11.9,13.8,0,,0,,0,,524.26,14.16,4.4,4.3
10-09-2025,07:10:00,CNR6419285,Cancelled-Driver,CUST771754,Prime Sedan,Malleshwaram,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,
20-09-2025,02:12:00,CNR9074446,Failed,CUST319928,Mini,Jalahalli,Malleswaram,,,0,,0,,0,,,,,
27-09-2025,11:52:00,CNR5216605,Successful,CUST539455,Prime SUV,Langford Town,Koramangala 7th Block,19.3,21.2,0,,0,,0,,186.07,1.1,5,3.6
29-09-2025,00:59:00,CNR8882913,Cancelled-Driver,CUST465384,Prime Plus,Kaggadasapura,Sanjay Nagar,,,0,,1,Customer related issue,0,,,,,
20-09-2025,18:07:00,CNR2347482,Successful,CUST568446,Prime Plus,Hebbal Kempapura,Devanahalli,6.8,8.6,0,,0,,0,,147.23,2.06,4.4,3.6
27-09-2025,20:44:00,CNR7858451,Successful,CUST652474,Prime Sedan,Chamarajpet,Whitefield,10.6,12.3,0,,0,,0,,681.01,19.47,4.4,4.5
17-09-2025,19:50:00,CNR2850519,Cancelled-Customer,CUST307706,Prime Plus,Rajamahendri,Electronic City,,,1,Driver is not moving towards pickup location,0,,0,,,,,
07-09-2025,12:17:00,CNR3277882,Successful,CUST563533,eBike,Malleshwaram,New Thippasandra,9.4,11,0,,0,,0,,827.09,8.86,5,4.1
16-09-2025,04:37:00,CNR0389181,Successful,CUST831687,Prime Sedan,Whitefield,Sompura,2,4.2,0,,0,,0,,738.92,9.91,5,3.5
18-09-2025,14:07:00,CNR9974289,Successful,CUST177281,Mini,Yelahanka,Sanjay Nagar,2,1.3,0,,0,,0,,152.09,0.8,4.6,4.5
23-09-2025,04:20:00,CNR0527765,Successful,CUST778796,Auto,RT Nagar,Banaswadi,4.4,7.4,0,,0,,0,,81.75,4.25,5,4.2
07-09-2025,04:48:00,CNR7644955,Incomplete,CUST814091,eBike,Nayandahalli,Koramangala 7th Block,,,0,,0,,1,Vehicle Breakdown,,,,
13-09-2025,13:40:00,CNR0293363,Cancelled-Customer,CUST488276,Prime Plus,Kalyan Nagar,Whitefield,,,1,Change of plans,0,,0,,,,,
13-09-2025,03:33:00,CNR5229967,Successful,CUST214461,Prime Sedan,Gandhi Nagar,Ulsoor,4,5.3,0,,0,,0,,864.82,19.68,4.2,3.3
29-09-2025,18:30:00,CNR6462043,Successful,CUST925755,Bike,Gottigere,New Thippasandra,9.8,12,0,,0,,0,,420.66,7.41,4.8,4.1
14-09-2025,21:31:00,CNR4621679,Successful,CUST155161,Prime SUV,Kothanur,Kaggadasapura,11.3,9.8,0,,0,,0,,1154.71,31.02,5,4.8
23-09-2025,10:49:00,CNR4206737,Successful,CUST398653,Prime Sedan,Yelahanka,Shivaji Nagar,7.7,9.2,0,,0,,0,,453.48,5.01,5,4
23-09-2025,23:30:00,CNR5710715,Cancelled-Driver,CUST203854,Bike,HSR Layout,Banashankari,,,0,,1,Customer related issue,0,,,,,
09-09-2025,07:05:00,CNR0053795,Incomplete,CUST347614,Prime Plus,Kumaraswamy Layout,Devanahalli,,,0,,0,,1,Vehicle Breakdown,,,,
18-09-2025,08:49:00,CNR3961143,Cancelled-Driver,CUST518314,Prime Sedan,Kaggadasapura,Ulsoor,,,0,,1,Personal & Car related issues,0,,,,,
27-09-2025,22:53:00,CNR0367369,Successful,CUST609274,Mini,BANASWADI,Malleshwaram,6.9,7.7,0,,0,,0,,423.84,9.02,4.7,4.6
15-09-2025,07:42:00,CNR0115006,Successful,CUST577554,Auto,Koramangala,RT Nagar,3.2,4.4,0,,0,,0,,804.09,10.52,4.4,5
28-09-2025,20:47:00,CNR6336088,Cancelled-Driver,CUST606751,Mini,Ejipura,Sunkadakatte,,,0,,1,Personal & Car related issues,0,,,,,
07-09-2025,21:03:00,CNR0043292,Successful,CUST498087,eBike,Hebbal Kempapura,Salarpuria,2.6,3.1,0,,0,,0,,334.01,7.89,5,5
03-09-2025,06:00:00,CNR4390867,Successful,CUST610248,Prime Plus,HSR Layout,BTM Layout,6.1,6.7,0,,0,,0,,221.45,7.33,4.9,5
27-09-2025,21:13:00,CNR5999827,Failed,CUST735652,Prime SUV,Malleswaram,Ulsoor,,,0,,0,,0,,,,,
27-09-2025,12:12:00,CNR2086704,Cancelled-Driver,CUST478820,Mini,Indiranagar,Ejipura,,,0,,1,More than permitted people in there,0,,,,,
30-09-2025,10:13:00,CNR0798227,Cancelled-Customer,CUST943623,Prime SUV,New Thippasandra,Srirampura,,,1,Wrong Address,0,,0,,,,,
21-09-2025,18:48:00,CNR8583662,Successful,CUST708185,Prime Plus,Peenya,Richmond Town,14.4,16.4,0,,0,,0,,816.99,11.9,5,4.2
28-09-2025,10:48:00,CNR1403313,Successful,CUST788314,Bike,BTM Layout,Yelahanka,8.1,9.8,0,,0,,0,,53.07,3.26,3.9,5
26-09-2025,22:29:00,CNR8610824,Successful,CUST826873,Auto,Jalahalli,Kundalahalli,7.2,7,0,,0,,0,,815.37,14.15,4.9,4.8
27-09-2025,20:09:00,CNR8043135,Cancelled-Driver,CUST775031,eBike,Jalahalli,RT Nagar,,,0,,1,Customer related issue,0,,,,,
18-09-2025,03:58:00,CNR3871710,Successful,CUST311526,Prime Sedan,Jalahalli,Sanjay Nagar,9.5,10.1,0,,0,,0,,58.89,1.4,4.4,4.7
13-09-2025,04:14:00,CNR3540042,Successful,CUST879492,eBike,Frazer Town,BANASWADI,11.4,12.7,0,,0,,0,,248.48,3.09,5,4.9
28-09-2025,12:28:00,CNR0885155,Successful,CUST234867,Mini,Koramangala 4th Block,Whitefield,8.3,9.8,0,,0,,0,,390.88,6.64,4.3,5
13-09-2025,16:12:00,CNR0478591,Incomplete,CUST854464,eBike,Langford Town,Jalahalli,,,0,,0,,1,Other Issue,,,,
17-09-2025,06:04:00,CNR2975443,Successful,CUST239041,Bike,Yeshwanthpur,Jayanagar,3.3,6.8,0,,0,,0,,114.91,3.41,4.7,4.9
14-09-2025,20:55:00,CNR8270842,Cancelled-Driver,CUST384488,eBike,Peenya,Sanjay Nagar,,,0,,1,More than permitted people in there,0,,,,,
18-09-2025,18:41:00,CNR6335331,Cancelled-Driver,CUST730694,Bike,Devanahalli,Jalahalli,,,0,,1,Personal & Car related issues,0,,,,,
14-09-2025,03:09:00,CNR4012422,Successful,CUST501636,Bike,Whitefield Main Road,Peenya,11.8,13.5,0,,0,,0,,1301.32,38.96,5,5
02-09-2025,03:47:00,CNR2327157,Successful,CUST602729,Prime SUV,Kalyan Nagar,Rajamahendri,5.1,4.7,0,,0,,0,,224.13,7.56,4.8,4.5
27-09-2025,21:11:00,CNR7666825,Cancelled-Driver,CUST328717,Prime SUV,Chamarajpet,Langford Town,,,0,,1,Customer related issue,0,,,,,
14-09-2025,08:01:00,CNR3075998,Successful,CUST590643,Auto,BANASWADI,Gottigere,3.5,5,0,,0,,0,,330.65,7.84,5,5
19-09-2025,16:28:00,CNR2790514,Incomplete,CUST183430,Prime SUV,Nayandahalli,Yelahanka,,,0,,0,,1,Customer Demand,,,,
06-09-2025,22:05:00,CNR3468332,Successful,CUST717981,Auto,Kengeri,Domlur,8.4,8.7,0,,0,,0,,132.34,5.35,4.8,4.6
01-09-2025,11:27:00,CNR8325622,Cancelled-Customer,CUST542159,eBike,Indiranagar,Banashankari,,,1,Wrong Address,0,,0,,,,,
08-09-2025,06:09:00,CNR3724253,Successful,CUST594563,Prime Plus,Frazer Town,Sunkadakatte,2.4,3.7,0,,0,,0,,923.94,16.77,3.6,4.4
21-09-2025,12:32:00,CNR7159170,Successful,CUST428841,Auto,Rajajinagar,Sunkadakatte,4.6,8.2,0,,0,,0,,569.04,16.18,3.9,2.9
04-09-2025,10:03:00,CNR5435422,Successful,CUST444389,eBike,Rajajinagar,MG Road,4.5,5.5,0,,0,,0,,406.27,5.34,4.3,3.7
27-09-2025,14:17:00,CNR0994058,Cancelled-Driver,CUST917327,Prime Plus,Koramangala 4th Block,Gottigere,,,0,,1,More than permitted people in there,0,,,,,
07-09-2025,01:41:00,CNR4390930,Cancelled-Customer,CUST573486,Mini,Rajamahendri,Banashankari,,,1,Driver is not moving towards pickup location,0,,0,,,,,
07-09-2025,13:12:00,CNR3481959,Successful,CUST710922,Prime Plus,Kumaraswamy Layout,HSR Layout,2.6,5,0,,0,,0,,696.2,17.3,4.4,4.7
07-09-2025,12:11:00,CNR2451848,Successful,CUST224015,eBike,Sunkadakatte,Kundalahalli,2.7,4.2,0,,0,,0,,383.63,8.67,4.9,4.4
01-09-2025,16:38:00,CNR6473301,Successful,CUST948358,Mini,Jayanagar,Whitefield Main Road,6.7,9.7,0,,0,,0,,384.51,4.77,4,4.4
24-09-2025,15:33:00,CNR0752368,Failed,CUST238601,eBike,Richmond Town,Gandhi Nagar,,,0,,0,,0,,,,,
27-09-2025,13:06:00,CNR5569203,Successful,CUST131570,Auto,Chamarajpet,BTM Layout,2.7,4.8,0,,0,,0,,857.57,10.21,4.1,5
20-09-2025,20:15:00,CNR9816983,Successful,CUST978167,Mini,Koramangala 4th Block,Nayandahalli,13.4,15.9,0,,0,,0,,182.71,2.08,4.5,3.8
07-09-2025,18:36:00,CNR0806532,Successful,CUST734169,Mini,Gottigere,Basavanagudi,3.1,5,0,,0,,0,,425.63,10,4.1,4.5
09-09-2025,08:15:00,CNR4368216,Failed,CUST420590,Auto,Frazer Town,Shivaji Nagar,,,0,,0,,0,,,,,
15-09-2025,02:34:00,CNR7790113,Cancelled-Driver,CUST450730,Mini,Domlur,Hebbal,,,0,,1,More than permitted people in there,0,,,,,
29-09-2025,03:17:00,CNR3922914,Successful,CUST376794,eBike,Kengeri,Kothanur,7.4,8.4,0,,0,,0,,368.03,3.29,4.6,4.4
08-09-2025,07:56:00,CNR5983395,Successful,CUST802562,Mini,Nayandahalli,Langford Town,3.9,6.7,0,,0,,0,,127.44,1.11,5,3.9
22-09-2025,19:44:00,CNR3537380,Successful,CUST125073,Prime Plus,Kalyan Nagar,Gandhi Nagar,6.3,8,0,,0,,0,,427,6.37,5,4.4
14-09-2025,22:25:00,CNR5492377,Failed,CUST271166,Prime SUV,Langford Town,Kothanur,,,0,,0,,0,,,,,
10-09-2025,03:14:00,CNR2363004,Successful,CUST664231,Mini,Domlur,Shivaji Nagar,2.2,3.3,0,,0,,0,,400.85,8.5,5,4.1
14-09-2025,23:52:00,CNR2756583,Successful,CUST839102,Auto,Jalahalli,RT Nagar,2.8,3.6,0,,0,,0,,553.52,8.7,5,4
03-09-2025,08:31:00,CNR7018320,Successful,CUST754919,Prime Plus,Shivaji Nagar,HSR Layout,16.3,18.1,0,,0,,0,,540.4,11.98,5,4.5
25-09-2025,06:10:00,CNR6141336,Failed,CUST821157,Prime Plus,Yeshwanthpur,Hebbal Kempapura,,,0,,0,,0,,,,,
08-09-2025,06:22:00,CNR4365030,Successful,CUST391326,eBike,MG Road,Devanahalli,10.1,12.7,0,,0,,0,,482.69,9.15,4.4,3.8
22-09-2025,20:18:00,CNR9893612,Successful,CUST412621,Prime Sedan,Ejipura,Banaswadi,10.7,12.7,0,,0,,0,,177.39,3.36,4.7,4.4
03-09-2025,22:38:00,CNR3456625,Successful,CUST313256,Auto,Kundalahalli,Gottigere,3.2,4.3,0,,0,,0,,959.85,17.45,3.9,4.1
29-09-2025,09:46:00,CNR0879492,Successful,CUST687011,Auto,Banaswadi,Shivaji Nagar,4.1,6,0,,0,,0,,480.16,4.67,3.6,3.8
07-09-2025,22:30:00,CNR5770985,Successful,CUST872554,Prime SUV,Kothanur,Chamarajpet,5.3,7.6,0,,0,,0,,900.02,13.12,4.5,4.7
27-09-2025,23:19:00,CNR3510092,Successful,CUST653985,Prime Plus,Malleswaram,Nayandahalli,3.8,3.8,0,,0,,0,,336.9,9.23,4.4,4.8
25-09-2025,22:15:00,CNR9451172,Successful,CUST244962,Mini,Gandhi Nagar,Koramangala 4th Block,8,8.3,0,,0,,0,,369.31,9.49,4.1,4.8
29-09-2025,05:20:00,CNR7855729,Successful,CUST495384,Prime Plus,Kothanur,Peenya,2.6,4.8,0,,0,,0,,524.71,14.97,4.6,4.4
15-09-2025,21:04:00,CNR3184884,Successful,CUST981280,Auto,Koramangala 7th Block,Electronic City,6,6.2,0,,0,,0,,689.95,17.29,4.6,4.1
22-09-2025,05:11:00,CNR5120877,Successful,CUST716568,Auto,Sompura,Malleshwaram,3.6,4.9,0,,0,,0,,245.1,7.15,3.8,3.9
13-09-2025,10:57:00,CNR6193357,Successful,CUST568579,Bike,Gandhi Nagar,Gottigere,3.4,5,0,,0,,0,,459.04,8.93,3.9,4.4
07-09-2025,00:42:00,CNR1619836,Successful,CUST523291,Prime Plus,Kalyan Nagar,Rajamahendri,7.8,8.3,0,,0,,0,,717.73,8.2,4.9,5
14-09-2025,20:56:00,CNR3267174,Cancelled-Driver,CUST699181,Auto,Malleshwaram,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
07-09-2025,02:10:00,CNR5816998,Successful,CUST392374,Bike,Electronic City,Malleshwaram,5.4,6.8,0,,0,,0,,351.23,7.22,4.4,4.4
30-09-2025,00:38:00,CNR9855031,Successful,CUST226963,Prime Plus,Hebbal Kempapura,Whitefield Main Road,4.3,5.9,0,,0,,0,,913.9,10.17,5,4.3
04-09-2025,11:30:00,CNR7287075,Cancelled-Driver,CUST346988,Prime SUV,Electronic City,Kumaraswamy Layout,,,0,,1,More than permitted people in there,0,,,,,
19-09-2025,18:00:00,CNR4965690,Successful,CUST807884,Prime Plus,Srirampura,Kaggadasapura,5.8,8.5,0,,0,,0,,417.84,9.76,4.3,4.4
20-09-2025,18:02:00,CNR2433815,Failed,CUST507532,Auto,Jayanagar,Kengeri,,,0,,0,,0,,,,,
17-09-2025,00:36:00,CNR7060013,Successful,CUST505675,Prime SUV,Devanahalli,Kundalahalli,7.2,9.8,0,,0,,0,,354.23,9.6,4.4,4.1
20-09-2025,21:18:00,CNR0993822,Successful,CUST610556,Prime SUV,HSR Layout,Rajamahendri,6.2,8,0,,0,,0,,484.77,8.96,3.9,5
05-09-2025,16:32:00,CNR6372736,Cancelled-Driver,CUST382629,Bike,Frazer Town,Kumaraswamy Layout,,,0,,1,The customer was coughing/sick,0,,,,,
18-09-2025,05:48:00,CNR1039078,Incomplete,CUST903767,Auto,Sunkadakatte,New Thippasandra,,,0,,0,,1,Vehicle Breakdown,,,,
09-09-2025,04:49:00,CNR0427843,Failed,CUST672418,Prime Sedan,Yeshwanthpur,BANASWADI,,,0,,0,,0,,,,,
28-09-2025,03:06:00,CNR9423179,Incomplete,CUST646209,eBike,Jalahalli,New Thippasandra,,,0,,0,,1,Vehicle Breakdown,,,,
23-09-2025,23:21:00,CNR7690535,Successful,CUST547148,Prime Plus,Kaggadasapura,Devanahalli,7.2,8.1,0,,0,,0,,531.52,8.11,4.9,5
29-09-2025,14:31:00,CNR2622869,Successful,CUST982040,eBike,Sunkadakatte,Electronic City,22.1,24.7,0,,0,,0,,470.15,7.21,5,4.5
02-09-2025,23:22:00,CNR7835834,Successful,CUST630797,Auto,Nayandahalli,Koramangala 4th Block,4.9,7.5,0,,0,,0,,102.64,3.49,3.8,4
09-09-2025,17:16:00,CNR4282541,Cancelled-Driver,CUST733691,Prime SUV,Devanahalli,Langford Town,,,0,,1,Customer related issue,0,,,,,
07-09-2025,21:31:00,CNR0185743,Successful,CUST711449,Bike,BANASWADI,Rajajinagar,10.1,10.9,0,,0,,0,,661.39,14.09,4.4,3.9
01-09-2025,14:00:00,CNR5272335,Cancelled-Driver,CUST509833,Prime Plus,Koramangala,Salarpuria,,,0,,1,The customer was coughing/sick,0,,,,,
08-09-2025,11:19:00,CNR1505158,Cancelled-Driver,CUST731791,Bike,MG Road,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
21-09-2025,22:21:00,CNR4334647,Cancelled-Driver,CUST108552,Prime SUV,Kothanur,Hebbal,,,0,,1,Customer related issue,0,,,,,
07-09-2025,21:54:00,CNR4066055,Cancelled-Driver,CUST644590,Prime SUV,Koramangala 7th Block,Srirampura,,,0,,1,The customer was coughing/sick,0,,,,,
16-09-2025,19:30:00,CNR1920222,Successful,CUST903219,Prime Sedan,HSR Layout,BTM Layout,7.2,8.9,0,,0,,0,,157.65,4.22,3.7,4
27-09-2025,03:17:00,CNR6488618,Cancelled-Driver,CUST602193,Prime SUV,Ulsoor,Electronic City,,,0,,1,More than permitted people in there,0,,,,,
